"name","position","perf.index","std.w","std.sv","std.k","std.era","std.whip","std.r","std.hr","std.rbi","std.sb","std.obp","std.w.obp","w","sv","k","era","whip","r","hr","rbi","sb","obp","w.obp"
"32","Brett Gardner","OF",19.2299998317683,NA,NA,NA,NA,NA,4.92131119519198,2.47393254248354,3.26102419911423,6.53418851838122,2.22158747927384,2.03954337659738,NA,NA,NA,NA,NA,86.3333333333333,11.6666666666667,59.6666666666667,23.3333333333333,0.342333333333333,2.03954337659738
"33","Todd Frazier","3B",19.2063200424327,NA,NA,NA,NA,NA,4.2746721878207,5.3087300084007,4.55852805919481,3.15410012072238,1.82370242746781,1.91028966629407,NA,NA,NA,NA,NA,75.6666666666667,23.6666666666667,81.3333333333333,11.6666666666667,0.324666666666667,1.91028966629407
"34","Evan Longoria","3B",19.0529689118066,NA,NA,NA,NA,NA,4.77985891232951,5.93868500082674,5.03760640753226,1.02947312790826,2.22909474440226,2.26734546320982,NA,NA,NA,NA,NA,84,26.3333333333333,89.3333333333333,4.33333333333333,0.342666666666667,2.26734546320982
"35","Kyle Seager","3B",18.7307141604224,NA,NA,NA,NA,NA,4.57778422252599,5.22998563434745,5.05756800537965,1.6089168532212,2.11648576747602,2.25645944494813,NA,NA,NA,NA,NA,80.6666666666667,23.3333333333333,89.6666666666667,6.33333333333333,0.337666666666667,2.25645944494813
"36","Carlos Santana","1B",18.6995543251721,NA,NA,NA,NA,NA,4.67882156742775,5.38747438245396,5.15737599461662,0.932899173689435,2.82967595467551,2.54298320698434,NA,NA,NA,NA,NA,82.3333333333333,24,91.3333333333333,4,0.369333333333333,2.54298320698434
"37","Alex Gordon","OF",18.5930126098205,NA,NA,NA,NA,NA,4.33529459476176,4.04882002354863,4.51860486350003,3.25067407494121,2.34170372132849,2.4396190530689,NA,NA,NA,NA,NA,76.6666666666667,18.3333333333333,80.6666666666667,12,0.347666666666667,2.4396190530689
"38","Jay Bruce","OF",18.5897780995472,NA,NA,NA,NA,NA,4.3150871257814,5.85994062677348,4.79806723336354,1.80206476165885,1.77865883669732,1.81461835196992,NA,NA,NA,NA,NA,76.3333333333333,26,85.3333333333333,7,0.322666666666667,1.81461835196992
"39","Troy Tulowitzki","SS",18.5383992070419,NA,NA,NA,NA,NA,4.94151866417233,5.85994062677348,5.09749120107444,0.643177311032964,3.28761912750886,1.99627140398868,NA,NA,NA,NA,NA,86.6666666666667,26,90.3333333333333,3,0.389666666666667,1.99627140398868
"40","Ian Kinsler","2B",18.5026165987602,NA,NA,NA,NA,NA,5.12338588499551,3.49760940517585,3.62033296036731,4.0232657086918,1.74862977618366,2.23802263952972,NA,NA,NA,NA,NA,89.6666666666667,16,65.6666666666667,14.6666666666667,0.321333333333333,2.23802263952972
"41","Rusney Castillo","OF",18.47785954716,NA,NA,NA,NA,NA,3.48658089758695,3.41886503112259,3.72014094960428,6.24446665572475,2.01889132080662,1.60780601312139,NA,NA,NA,NA,NA,62.6666666666667,15.6666666666667,67.3333333333333,22.3333333333333,0.333333333333333,1.60780601312139
"42","Mookie Betts","OF",18.4456030147367,NA,NA,NA,NA,NA,4.51716181558493,2.39518816843028,3.3608321883512,6.24446665572475,2.65700885672195,1.92795418664557,NA,NA,NA,NA,NA,79.6666666666667,11.3333333333333,61.3333333333333,22.3333333333333,0.361666666666667,1.92795418664557
"43","Shin-Soo Choo","OF",18.4391424648571,NA,NA,NA,NA,NA,5.56795020256327,3.49760940517585,3.78002574314646,3.15410012072238,2.88973407570283,2.43945699324916,NA,NA,NA,NA,NA,97,16,68.3333333333333,11.6666666666667,0.372,2.43945699324916
"44","Nelson Cruz","DH",18.3683857713864,NA,NA,NA,NA,NA,4.33529459476176,6.33240687109301,4.99768321183747,0.932899173689435,1.66604985977108,1.77010192000471,NA,NA,NA,NA,NA,76.6666666666667,28,88.6666666666667,4,0.317666666666667,1.77010192000471
"45","David Ortiz","DH",18.3572781145143,NA,NA,NA,NA,NA,4.92131119519198,6.1749181229865,5.15737599461662,-0.0328403684988034,2.78463236390502,2.13651317021795,NA,NA,NA,NA,NA,86.3333333333333,27.3333333333333,91.3333333333333,0.666666666666667,0.367333333333333,2.13651317021795
"46","Carlos Gonzalez","OF",18.3368485874883,NA,NA,NA,NA,NA,4.15342737393858,4.99375251218768,4.39883527641566,3.34724802916003,2.31918192594324,1.44358539578635,NA,NA,NA,NA,NA,73.6666666666667,22.3333333333333,78.6666666666667,12.3333333333333,0.346666666666667,1.44358539578635
"47","Hunter Pence","OF",18.2784660383443,NA,NA,NA,NA,NA,4.15342737393858,4.36379751976165,4.37887367856827,3.25067407494121,1.93631140439405,2.13169339113462,NA,NA,NA,NA,NA,73.6666666666667,19.6666666666667,78.3333333333333,12,0.329666666666667,2.13169339113462
"48","Jose Reyes","SS",18.228521061528,NA,NA,NA,NA,NA,4.6586140984474,2.00146629816401,2.76198425292939,6.72733642681887,2.09396397209077,2.07911998516833,NA,NA,NA,NA,NA,82,9.66666666666667,51.3333333333333,24,0.336666666666667,2.07911998516833
"49","Desmond Jennings","OF",18.2099183711048,NA,NA,NA,NA,NA,3.97156015311541,2.86765441274981,3.28098579696162,6.14789270150593,1.80868789721098,1.94182530677208,NA,NA,NA,NA,NA,70.6666666666667,13.3333333333333,60,22,0.324,1.94182530677208
"50","Robinson Cano","2B",18.1810469431472,NA,NA,NA,NA,NA,4.84048131927057,4.12756439760188,4.8978752226005,1.51234289900238,2.93477766647333,2.80278310467182,NA,NA,NA,NA,NA,85,18.6666666666667,87,6,0.374,2.80278310467182
"51","Corey Dickerson","OF",18.1640280936232,NA,NA,NA,NA,NA,4.3150871257814,4.99375251218768,4.79806723336354,2.28493453275297,2.24410927465909,1.77218668953764,NA,NA,NA,NA,NA,76.3333333333333,22.3333333333333,85.3333333333333,8.66666666666667,0.343333333333333,1.77218668953764
"52","Gregory Polanco","OF",18.1470994148674,NA,NA,NA,NA,NA,3.22388380084236,2.78891003869656,3.38079378619859,7.01705828947534,1.92880413926563,1.73645349965456,NA,NA,NA,NA,NA,58.3333333333333,13,61.6666666666667,25,0.329333333333333,1.73645349965456
"53","Kole Calhoun","OF",18.0812274953295,NA,NA,NA,NA,NA,5.40629045072044,4.52128626786816,4.11937290655215,1.9952126700965,2.04141311619187,2.03906520009222,NA,NA,NA,NA,NA,94.3333333333333,20.3333333333333,74,7.66666666666667,0.334333333333333,2.03906520009222
"54","Yoenis Cespedes","OF",18.0595272178606,NA,NA,NA,NA,NA,4.3150871257814,5.3087300084007,4.79806723336354,1.80206476165885,1.62100626900059,1.8355780886561,NA,NA,NA,NA,NA,76.3333333333333,23.6666666666667,85.3333333333333,7,0.315666666666667,1.8355780886561
"55","Joc Pederson","OF",18.0461835852756,NA,NA,NA,NA,NA,3.44616595962624,3.97007564949537,3.6602561560621,5.27872711353651,2.2516165397875,1.69095870655537,NA,NA,NA,NA,NA,62,18,66.3333333333333,19,0.343666666666667,1.69095870655537
"56","Steven Souza","OF",17.9886322484189,NA,NA,NA,NA,NA,3.58761824248871,3.97007564949537,3.81994893884125,5.27872711353651,2.11648576747602,1.33226230405708,NA,NA,NA,NA,NA,64.3333333333333,18,69,19,0.337666666666667,1.33226230405708
"57","Hanley Ramirez","SS",17.9692302032775,NA,NA,NA,NA,NA,4.17363484291893,4.04882002354863,4.45872006995784,3.44382198337886,2.69454518236403,1.84423328347325,NA,NA,NA,NA,NA,74,18.3333333333333,79.6666666666667,12.6666666666667,0.363333333333333,1.84423328347325
"58","Javier Baez","2B",17.963002851962,NA,NA,NA,NA,NA,3.66844811841012,5.54496313056047,3.74010254745167,3.6369698918165,1.0054105284705,1.37251916372324,NA,NA,NA,NA,NA,65.6666666666667,24.6666666666667,67.6666666666667,13.3333333333333,0.288333333333333,1.37251916372324
"59","Albert Pujols","1B",17.7828896058271,NA,NA,NA,NA,NA,4.37570953272246,5.62370750461372,4.79806723336354,0.932899173689435,2.00387679054979,2.05250616143794,NA,NA,NA,NA,NA,77.3333333333333,25,85.3333333333333,4,0.332666666666667,2.05250616143794
"60","Joey Votto","1B",17.7391424424122,NA,NA,NA,NA,NA,5.12338588499551,4.36379751976165,4.75814403766875,0.932899173689435,3.96327298906627,2.56091582629689,NA,NA,NA,NA,NA,89.6666666666667,19.6666666666667,84.6666666666667,4,0.419666666666667,2.56091582629689
"61","Jorge Soler","OF",17.6019771587251,NA,NA,NA,NA,NA,4.29487965680105,5.70245187866697,4.95776001614268,1.31919499056473,2.00387679054979,1.32769061654965,NA,NA,NA,NA,NA,76,25.3333333333333,88,5.33333333333333,0.332666666666667,1.32769061654965
"62","Adrian Gonzalez","1B",17.2318630186329,NA,NA,NA,NA,NA,4.45653940864387,5.22998563434745,4.8978752226005,0.353455448376492,2.16152935824652,2.29400730466458,NA,NA,NA,NA,NA,78.6666666666667,23.3333333333333,87,2,0.339666666666667,2.29400730466458
"63","Nolan Arenado","3B",17.1636651603864,NA,NA,NA,NA,NA,4.33529459476176,4.91500813813443,4.93779841829529,1.02947312790826,1.97384773003613,1.94609088128668,NA,NA,NA,NA,NA,76.6666666666667,22,87.6666666666667,4.33333333333333,0.331333333333333,1.94609088128668
"64","Elvis Andrus","SS",17.0907429063566,NA,NA,NA,NA,NA,3.60782571146906,0.347834443045665,2.76198425292939,8.65881551119535,1.93631140439405,2.37309849891252,NA,NA,NA,NA,NA,64.6666666666667,2.66666666666667,51.3333333333333,30.6666666666667,0.329666666666667,2.37309849891252
"65","Lucas Duda","1B",16.9472272955202,NA,NA,NA,NA,NA,4.19384231189929,5.54496313056047,4.71822084197396,0.450029402595316,2.32668919107166,2.04017160849118,NA,NA,NA,NA,NA,74.3333333333333,24.6666666666667,84,2.33333333333333,0.347,2.04017160849118
"66","J.D. Martinez","OF",16.9405290576981,NA,NA,NA,NA,NA,4.21404978087964,5.07249688624094,4.65833604843178,1.31919499056473,1.88376054849514,1.676451351581,NA,NA,NA,NA,NA,74.6666666666667,22.6666666666667,83,5.33333333333333,0.327333333333333,1.676451351581
"67","Adrian Beltre","3B",16.9403928510368,NA,NA,NA,NA,NA,4.53736928456528,4.91500813813443,4.97772161399008,0.256881494157668,2.5368926146673,2.25341232018934,NA,NA,NA,NA,NA,80,22,88.3333333333333,1.66666666666667,0.356333333333333,2.25341232018934
"68","Marcell Ozuna","OF",16.905306865179,NA,NA,NA,NA,NA,4.13321990495823,5.15124126029419,4.61841285273699,1.31919499056473,1.58346994335851,1.68323785662486,NA,NA,NA,NA,NA,73.3333333333333,23,82.3333333333333,5.33333333333333,0.314,1.68323785662486
"69","Matt Kemp","OF",16.8364438172703,NA,NA,NA,NA,NA,3.9311452151547,4.75751939002792,4.31898888502609,2.09178662431532,2.20657294901701,1.73700370274626,NA,NA,NA,NA,NA,70,21.3333333333333,77.3333333333333,8,0.341666666666667,1.73700370274626
"70","Brandon Moss","1B",16.8061299396953,NA,NA,NA,NA,NA,4.09280496699752,6.01742937487999,4.5984512548896,0.54660335681414,1.98886226029296,1.55084098611404,NA,NA,NA,NA,NA,72.6666666666667,26.6666666666667,82,2.66666666666667,0.332,1.55084098611404
"71","Danny Santana","OF",16.7928045466765,NA,NA,NA,NA,NA,3.83010787025294,1.37151130573797,2.60229147015024,7.40335410635064,1.57596267823009,1.58553979418472,NA,NA,NA,NA,NA,68.3333333333333,7,48.6666666666667,26.3333333333333,0.313666666666667,1.58553979418472
"72","Eric Hosmer","1B",16.7918229998718,NA,NA,NA,NA,NA,4.17363484291893,3.97007564949537,4.39883527641566,1.9952126700965,2.13150029773285,2.25406456094532,NA,NA,NA,NA,NA,74,18,78.6666666666667,7.66666666666667,0.338333333333333,2.25406456094532
"73","Billy Hamilton","OF",16.7125804905159,NA,NA,NA,NA,NA,3.72907052535118,1.05653380952496,2.18309791535497,17.2538974366707,1.33573019412079,1.7438782402848,NA,NA,NA,NA,NA,66.6666666666667,5.66666666666667,41.6666666666667,60.3333333333333,0.303,1.7438782402848
"74","Avisail Garcia","OF",16.6785161242633,NA,NA,NA,NA,NA,3.74927799433153,4.36379751976165,4.15929610224694,3.05752616650356,1.7711515715689,1.34861834141958,NA,NA,NA,NA,NA,67,19.6666666666667,74.6666666666667,11.3333333333333,0.322333333333333,1.34861834141958
"75","Clayton Kershaw","SP",16.6652095996082,7.12731449530023,-0.036909560283025,7.17000882341593,3.07717114501262,2.85051793029926,NA,NA,NA,NA,NA,NA,17.3333333333333,0,245.333333333333,2.28333333333333,0.97,NA,NA,NA,NA,NA,NA
"76","Jimmy Rollins","SS",16.62431190025,NA,NA,NA,NA,NA,3.68865558739047,2.55267691653679,2.88175384001375,5.76159688463063,1.59097720848693,1.73962867167832,NA,NA,NA,NA,NA,66,12,53.3333333333333,20.6666666666667,0.314333333333333,1.73962867167832
"77","Prince Fielder","1B",16.4613348489507,NA,NA,NA,NA,NA,4.3150871257814,4.91500813813443,4.73818243982136,0.160307539938844,2.90474860595967,2.33274960527466,NA,NA,NA,NA,NA,76.3333333333333,22,84.3333333333333,1.33333333333333,0.372666666666667,2.33274960527466
"78","Mark Trumbo","OF",16.42299152942,NA,NA,NA,NA,NA,3.78969293229224,5.93868500082674,4.35891208072088,0.932899173689435,1.23813574745139,1.40280234189068,NA,NA,NA,NA,NA,67.6666666666667,26.3333333333333,78,4,0.298666666666667,1.40280234189068
"79","Ben Revere","OF",16.4025664934831,NA,NA,NA,NA,NA,3.99176762209576,0.111601320885901,2.18309791535497,12.0389039088542,1.92129687413721,2.11609963514645,NA,NA,NA,NA,NA,71,1.66666666666667,41.6666666666667,42.3333333333333,0.329,2.11609963514645
"80","Denard Span","OF",16.3673272647594,NA,NA,NA,NA,NA,4.2746721878207,0.584067565205428,2.44259868737109,6.92048433525652,2.1540220931181,2.14550448910567,NA,NA,NA,NA,NA,75.6666666666667,3.66666666666667,46,24.6666666666667,0.339333333333333,2.14550448910567
"81","Dustin Pedroia","2B",16.2398601396374,NA,NA,NA,NA,NA,4.96172613315269,2.15895504627052,3.6602561560621,2.96095221228474,2.52187808441047,2.49797059186734,NA,NA,NA,NA,NA,87,10.3333333333333,66.3333333333333,11,0.355666666666667,2.49797059186734
"82","Josh Harrison","3B",16.2117124067389,NA,NA,NA,NA,NA,4.39591700170281,2.23769942032377,3.12129301418247,4.79585734244239,1.71860071566999,1.6609456280875,NA,NA,NA,NA,NA,77.6666666666667,10.6666666666667,57.3333333333333,17.3333333333333,0.32,1.6609456280875
"83","Adam LaRoche","1B",16.2059036868291,NA,NA,NA,NA,NA,4.07259749801717,5.46621875650721,4.51860486350003,0.353455448376492,2.22158747927384,1.7950271204282,NA,NA,NA,NA,NA,72.3333333333333,24.3333333333333,80.6666666666667,2,0.342333333333333,1.7950271204282
"84","Kolten Wong","2B",16.1912121493751,NA,NA,NA,NA,NA,3.02180911103883,2.47393254248354,3.10133141633508,6.14789270150593,1.60599173874376,1.44624637801169,NA,NA,NA,NA,NA,55,11.6666666666667,57,22,0.315,1.44624637801169
"85","David Wright","3B",16.1078602135404,NA,NA,NA,NA,NA,3.95135268413506,3.41886503112259,3.91975692807822,2.76780430384709,2.59695073569462,2.05008126635741,NA,NA,NA,NA,NA,70.3333333333333,15.6666666666667,70.6666666666667,10.3333333333333,0.359,2.05008126635741
"86","Pedro Alvarez","3B",16.0703576816188,NA,NA,NA,NA,NA,3.78969293229224,5.70245187866697,4.17925770009433,1.02947312790826,1.62100626900059,1.36948204265703,NA,NA,NA,NA,NA,67.6666666666667,25.3333333333333,75,4.33333333333333,0.315666666666667,1.36948204265703
"87","Matt Holliday","OF",16.0143020934318,NA,NA,NA,NA,NA,4.33529459476176,4.20630877165514,4.37887367856827,0.836325219470612,2.74709603826294,2.25749982897608,NA,NA,NA,NA,NA,76.6666666666667,19,78.3333333333333,3.66666666666667,0.365666666666667,2.25749982897608
"88","Alexei Ramirez","SS",15.9907531952717,NA,NA,NA,NA,NA,3.26429873880307,2.31644379437703,3.30094739480901,5.27872711353651,1.37326651976287,1.83033615374604,NA,NA,NA,NA,NA,59,11,60.3333333333333,19,0.304666666666667,1.83033615374604
"89","A.J. Pollock","OF",15.9906035070557,NA,NA,NA,NA,NA,3.68865558739047,2.23769942032377,3.20113940557205,5.47187502197416,1.97384773003613,1.39123407179527,NA,NA,NA,NA,NA,66,10.6666666666667,58.6666666666667,19.6666666666667,0.331333333333333,1.39123407179527
"90","Evan Gattis","C",15.9692744129331,NA,NA,NA,NA,NA,4.05239002903682,6.25366249703976,4.53856646134742,-0.0328403684988034,1.46335370130386,1.15749579400796,NA,NA,NA,NA,NA,72,27.6666666666667,81,0.666666666666667,0.308666666666667,1.15749579400796
"91","Max Scherzer","SP",15.8870567081406,6.54470363716216,-0.036909560283025,7.05543615295217,2.33092001701677,2.25366384275821,NA,NA,NA,NA,NA,NA,16,0,241.666666666667,2.89666666666667,1.08333333333333,NA,NA,NA,NA,NA,NA
"92","Wil Myers","OF",15.8855420652366,NA,NA,NA,NA,NA,3.62803318044941,4.12756439760188,4.07944971085737,2.28493453275297,2.04892038132028,1.765560243575,NA,NA,NA,NA,NA,65,18.6666666666667,73.3333333333333,8.66666666666667,0.334666666666667,1.765560243575
"93","Brandon Belt","1B",15.7012061666775,NA,NA,NA,NA,NA,3.9311452151547,4.60003064192141,4.35891208072088,1.31919499056473,2.24410927465909,1.49192323831577,NA,NA,NA,NA,NA,70,20.6666666666667,78,5.33333333333333,0.343333333333333,1.49192323831577
"94","Buster Posey","C",15.6714817200377,NA,NA,NA,NA,NA,4.37570953272246,4.20630877165514,4.57848965704221,0.160307539938844,2.94228493160174,2.35066621867909,NA,NA,NA,NA,NA,77.3333333333333,19,81.6666666666667,1.33333333333333,0.374333333333333,2.35066621867909
"95","Coco Crisp","OF",15.6579781056175,NA,NA,NA,NA,NA,3.91093774617435,2.15895504627052,2.58232987230284,5.37530106775533,1.94381866952246,1.63045437311447,NA,NA,NA,NA,NA,69.6666666666667,10.3333333333333,48.3333333333333,19.3333333333333,0.33,1.63045437311447
"96","Mike Napoli","1B",15.5936210131221,NA,NA,NA,NA,NA,4.11301243597788,4.75751939002792,4.35891208072088,0.643177311032964,2.6344870613367,1.72099979536245,NA,NA,NA,NA,NA,73,21.3333333333333,78,3,0.360666666666667,1.72099979536245
"97","Starlin Castro","SS",15.5535892913185,NA,NA,NA,NA,NA,3.91093774617435,3.18263190896283,4.01956491731518,2.28493453275297,1.92880413926563,2.15552018611321,NA,NA,NA,NA,NA,69.6666666666667,14.6666666666667,72.3333333333333,8.66666666666667,0.329333333333333,2.15552018611321
"98","Jean Segura","SS",15.5491078861387,NA,NA,NA,NA,NA,2.49641491754967,1.37151130573797,2.64221466584502,7.59650201478828,1.47086096643228,1.44246498221779,NA,NA,NA,NA,NA,46.3333333333333,7,49.3333333333333,27,0.309,1.44246498221779
