"name","position","perf.index","std.w","std.sv","std.k","std.era","std.whip","std.r","std.hr","std.rbi","std.sb","std.obp","std.w.obp","w","sv","k","era","whip","r","hr","rbi","sb","obp","w.obp"
"108","Joaquin Benoit","RP",8.08753418687828,1.15555319938503,3.94416243321718,1.62885785189603,2.72432414427545,2.41165463063672,NA,NA,NA,NA,NA,NA,3.66666666666667,34,68,2.57333333333333,1.05333333333333,NA,NA,NA,NA,NA,NA
"109","Daniel Norris","SP",8.08563564091468,2.90338577379923,-0.036909560283025,3.39952639542682,0.805972059807856,0.884410347811097,NA,NA,NA,NA,NA,NA,7.66666666666667,0,124.666666666667,4.15,1.34333333333333,NA,NA,NA,NA,NA,NA
"110","Addison Reed","RP",8.0002241830136,1.00990048485051,4.17834313871719,1.60802645726625,1.55222318780371,1.86746413905518,NA,NA,NA,NA,NA,NA,3.33333333333333,36,67.3333333333333,3.53666666666667,1.15666666666667,NA,NA,NA,NA,NA,NA
"111","Fernando Rodney","RP",7.94620068867953,1.00990048485051,4.00270760959218,1.70176773310024,2.01051871749681,1.49881896733865,NA,NA,NA,NA,NA,NA,3.33333333333333,34.5,70.3333333333333,3.16,1.22666666666667,NA,NA,NA,NA,NA,NA
"112","Jesse Hahn","SP",7.75245361111095,2.90338577379923,-0.036909560283025,2.97248280551645,1.03714768098048,0.972183007743605,NA,NA,NA,NA,NA,NA,7.66666666666667,0,111,3.96,1.32666666666667,NA,NA,NA,NA,NA,NA
"113","Jonathan Papelbon","RP",7.68154438507812,1.00990048485051,4.00270760959218,1.38929681365363,2.06729869462693,1.95523679898769,NA,NA,NA,NA,NA,NA,3.33333333333333,34.5,60.3333333333333,3.11333333333333,1.14,NA,NA,NA,NA,NA,NA
"114","Jake McGee","RP",7.47991918511514,1.15555319938503,2.89034925846713,1.93091307402775,2.93116548953517,2.56964541851523,NA,NA,NA,NA,NA,NA,3.66666666666667,25,77.6666666666667,2.40333333333333,1.02333333333333,NA,NA,NA,NA,NA,NA
"115","Sean Doolittle","RP",7.1536268567434,1.00990048485051,2.89034925846713,1.78509331161933,2.80949410997063,2.88562699427226,NA,NA,NA,NA,NA,NA,3.33333333333333,25,73,2.50333333333333,0.963333333333333,NA,NA,NA,NA,NA,NA
"116","Brett Cecil","RP",7.09805572889058,1.15555319938503,2.89034925846713,1.81634040356399,2.05918726932263,1.60414615925766,NA,NA,NA,NA,NA,NA,3.66666666666667,25,74,3.12,1.20666666666667,NA,NA,NA,NA,NA,NA
"117","Hector Rondon","RP",7.08266756096014,0.864247770315993,3.76852690409217,1.31638693244942,2.02268585545327,1.76213694713617,NA,NA,NA,NA,NA,NA,3,32.5,58,3.15,1.17666666666667,NA,NA,NA,NA,NA,NA
"118","Drew Storen","RP",7.04720799653389,0.718595055781475,3.82707208046717,1.25389274856009,2.02268585545327,1.86746413905518,NA,NA,NA,NA,NA,NA,2.66666666666667,33,56,3.15,1.15666666666667,NA,NA,NA,NA,NA,NA
"119","Huston Street","RP",7.0084656947306,0.718595055781475,4.00270760959218,1.14973577541122,2.06729869462693,1.99034586296069,NA,NA,NA,NA,NA,NA,2.66666666666667,34.5,52.6666666666667,3.11333333333333,1.13333333333333,NA,NA,NA,NA,NA,NA
"120","Santiago Casilla","RP",6.8995689628328,1.30120591391954,3.41725584584215,1.04557880226235,2.14030152236566,1.56903709528465,NA,NA,NA,NA,NA,NA,4,29.5,49.3333333333333,3.05333333333333,1.21333333333333,NA,NA,NA,NA,NA,NA
"121","Aaron Sanchez","RP",6.87755387475691,2.32077491566116,0.0801807924669811,2.68084328069962,0.943866289981002,0.621092368013577,NA,NA,NA,NA,NA,NA,6.33333333333333,1,101.666666666667,4.03666666666667,1.39333333333333,NA,NA,NA,NA,NA,NA
"122","Noah Syndergaard","SP",6.62440865111174,2.17512220112665,-0.036909560283025,2.75375316190383,1.54005604984725,1.53392803131165,NA,NA,NA,NA,NA,NA,6,0,104,3.54666666666667,1.22,NA,NA,NA,NA,NA,NA
"123","Andrew Miller","RP",6.6021752483595,1.44685862845406,1.48526502546705,2.26421538810414,2.71621271897115,2.39410009865022,NA,NA,NA,NA,NA,NA,4.33333333333333,13,88.3333333333333,2.58,1.05666666666667,NA,NA,NA,NA,NA,NA
"124","Neftali Feliz","RP",6.27309379242893,0.572942341246958,3.88561725684218,1.01433171031769,1.54411176249941,1.00729207171661,NA,NA,NA,NA,NA,NA,2.33333333333333,33.5,48.3333333333333,3.54333333333333,1.32,NA,NA,NA,NA,NA,NA
"125","Joe Nathan","RP",6.13666140995048,1.00990048485051,3.06598478759214,1.20181426198566,1.29671329071817,1.02484660370311,NA,NA,NA,NA,NA,NA,3.33333333333333,26.5,54.3333333333333,3.74666666666667,1.31666666666667,NA,NA,NA,NA,NA,NA
"126","Tyler Clippard","RP",5.71785332715478,1.59251134298858,0.899813261717023,1.79550900893422,2.33903144232107,2.07811852289319,NA,NA,NA,NA,NA,NA,4.66666666666667,8,73.3333333333333,2.89,1.11666666666667,NA,NA,NA,NA,NA,NA
"127","Ken Giles","RP",5.16611766605202,1.15555319938503,0.724177732592014,1.9725758632873,2.44853568392916,2.06056399090669,NA,NA,NA,NA,NA,NA,3.66666666666667,6.5,79,2.8,1.12,NA,NA,NA,NA,NA,NA
"128","Drew Pomeranz","RP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Francisco Rodriguez","RP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Raisel Iglesias","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Jimmy Nelson","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Kendall Graveman","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Luke Gregerson","RP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Andrew Heaney","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
