"name","perf.index","std.w","std.sv","std.k","std.era","std.whip","std.r","std.hr","std.rbi","std.sb","std.obp","std.w.obp","w","sv","k","era","whip","r","hr","rbi","sb","obp","w.obp"
"1239",NA,2.07085479410672,0.427289626712441,-0.036909560283025,1.0507866509198,1.07364909484985,0.928296677777352,NA,NA,NA,NA,NA,NA,2,0,49.5,3.93,1.335,NA,NA,NA,NA,NA,NA
"1240",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.769470645938494,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.18,1.38,NA,NA,NA,NA,NA,NA
"1241",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.19532047441439,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,3.83,1.35,NA,NA,NA,NA,NA,NA
"1242",NA,1.26016090311718,0.645768698514217,-0.036909560283025,0.457091903971236,1.0858162328063,1.05995566767611,NA,NA,NA,NA,NA,NA,2.5,0,30.5,3.92,1.31,NA,NA,NA,NA,NA,NA
"1243",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.976311991198214,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4.01,1.35,NA,NA,NA,NA,NA,NA
"1244",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.891142025503035,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4.08,1.35,NA,NA,NA,NA,NA,NA
"1245",NA,0.768535003658356,0.645768698514217,-0.036909560283025,0.222738714386278,0.842473473677218,0.770305889898839,NA,NA,NA,NA,NA,NA,2.5,0,23,4.12,1.365,NA,NA,NA,NA,NA,NA
"1246",NA,-8.79112606608317,-0.446626660494661,-0.036909560283025,-0.214720572838977,0.465292197027142,0.0856791424252824,NA,NA,NA,NA,NA,NA,0,0,9,4.43,1.495,NA,NA,NA,NA,NA,NA
"1247",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.03714768098048,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,3.96,1.32,NA,NA,NA,NA,NA,NA
"1248",NA,-1.21100221061577,0.208810554910666,-0.036909560283025,0.253985806330939,0.641715697395726,0.638646900000077,NA,NA,NA,NA,NA,NA,1.5,0,24,4.285,1.39,NA,NA,NA,NA,NA,NA
"1249",NA,0.78065868565848,0.427289626712441,-0.036909560283025,0.457091903971236,0.520044317831185,0.506987910101317,NA,NA,NA,NA,NA,NA,2,0,30.5,4.385,1.415,NA,NA,NA,NA,NA,NA
"1250",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.866807749590127,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,4.1,1.31,NA,NA,NA,NA,NA,NA
"1251",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,1.11261926363562,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.3,NA,NA,NA,NA,NA,NA
"1252",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.951977715285305,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.03,1.38,NA,NA,NA,NA,NA,NA
"1253",NA,-0.0626611070613568,-0.00966851689111003,-0.036909560283025,0.378974174109584,1.18315333645793,1.45493263737239,NA,NA,NA,NA,NA,NA,1,0,28,3.84,1.235,NA,NA,NA,NA,NA,NA
"1254",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.32,NA,NA,NA,NA,NA,NA
"1255",NA,2.64510284738765,0.864247770315993,-0.036909560283025,1.22264565661543,1.14056835361034,0.822969485858343,NA,NA,NA,NA,NA,NA,3,0,55,3.875,1.355,NA,NA,NA,NA,NA,NA
"1256",NA,2.06020442841191,0.645768698514217,0.0801807924669811,0.769562823417847,1.0188969740458,0.79663768787859,NA,NA,NA,NA,NA,NA,2.5,1,40.5,3.975,1.36,NA,NA,NA,NA,NA,NA
"1257",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.31,NA,NA,NA,NA,NA,NA
"1258",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.20748761237084,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,3.82,1.31,NA,NA,NA,NA,NA,NA
"1259",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.00064626711112,1.11261926363562,NA,NA,NA,NA,NA,NA,0,0,1,3.99,1.3,NA,NA,NA,NA,NA,NA
"1260",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.939810577328851,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.04,1.32,NA,NA,NA,NA,NA,NA
"1261",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.12231764667566,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,3.89,1.31,NA,NA,NA,NA,NA,NA
"1262",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.866807749590127,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4.1,1.35,NA,NA,NA,NA,NA,NA
"1263",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,0.79663768787859,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.36,NA,NA,NA,NA,NA,NA
"1264",NA,4.16008827308885,1.30120591391954,0.314361497966993,1.64448139786836,0.775554214916721,0.270001728283548,NA,NA,NA,NA,NA,NA,4,3,68.5,4.175,1.46,NA,NA,NA,NA,NA,NA
"1265",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.891142025503035,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.08,1.32,NA,NA,NA,NA,NA,NA
"1266",NA,3.70722416393176,1.51968498572132,-0.036909560283025,1.0507866509198,0.599130714548136,1.03362386969636,NA,NA,NA,NA,NA,NA,4.5,0,49.5,4.32,1.315,NA,NA,NA,NA,NA,NA
"1267",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.96414485324176,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4.02,1.35,NA,NA,NA,NA,NA,NA
"1268",NA,0.00512113889022148,0.427289626712441,-0.036909560283025,0.300856444247931,0.337537248484373,0.638646900000077,NA,NA,NA,NA,NA,NA,2,0,25.5,4.535,1.39,NA,NA,NA,NA,NA,NA
"1269",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.02498054302403,0.954628475757103,NA,NA,NA,NA,NA,NA,0,0,1,3.97,1.33,NA,NA,NA,NA,NA,NA
"1270",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.878974887546581,0.79663768787859,NA,NA,NA,NA,NA,NA,0,0,1,4.09,1.36,NA,NA,NA,NA,NA,NA
"1271",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.01281340506758,0.954628475757103,NA,NA,NA,NA,NA,NA,0,0,1,3.98,1.33,NA,NA,NA,NA,NA,NA
"1272",NA,-1.21619858307146,-0.00966851689111003,-0.036909560283025,0.191491622441617,0.422707214179552,0.270001728283548,NA,NA,NA,NA,NA,NA,1,0,22,4.465,1.46,NA,NA,NA,NA,NA,NA
"1273",NA,2.88433294049565,1.08272684211777,-0.036909560283025,0.816433461334839,0.872891318568353,0.901964879797599,NA,NA,NA,NA,NA,NA,3.5,0,42,4.095,1.34,NA,NA,NA,NA,NA,NA
"1274",NA,3.98325509102613,1.08272684211777,-0.036909560283025,1.58198721397904,0.325370110527919,1.05995566767611,NA,NA,NA,NA,NA,NA,3.5,0,66.5,4.545,1.31,NA,NA,NA,NA,NA,NA
"1275",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.927643439372398,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.05,1.37,NA,NA,NA,NA,NA,NA
"1276",NA,-1.17068500151618,-0.00966851689111003,-0.036909560283025,0.316479990220261,0.885058456524808,0.954628475757103,NA,NA,NA,NA,NA,NA,1,0,26,4.085,1.33,NA,NA,NA,NA,NA,NA
"1277",NA,-3.017794582461,-0.00966851689111003,-0.036909560283025,0.175868076469286,-0.222151097512516,-0.651611201007776,NA,NA,NA,NA,NA,NA,1,0,21.5,4.995,1.635,NA,NA,NA,NA,NA,NA
"1278",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.988479129154668,0.954628475757103,NA,NA,NA,NA,NA,NA,0,0,1,4,1.33,NA,NA,NA,NA,NA,NA
"1279",NA,-3.06576621607948,0.208810554910666,-0.036909560283025,0.191491622441617,1.39607825069588,0.849301283838094,NA,NA,NA,NA,NA,NA,1.5,0,22,3.665,1.35,NA,NA,NA,NA,NA,NA
"1280",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,0.901964879797599,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.34,NA,NA,NA,NA,NA,NA
"1281",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.15881906054503,0.954628475757103,NA,NA,NA,NA,NA,NA,0,0,1,3.86,1.33,NA,NA,NA,NA,NA,NA
"1282",NA,0.784939308121951,0.208810554910666,-0.036909560283025,0.660198001611533,1.00672983608935,0.743974091919086,NA,NA,NA,NA,NA,NA,1.5,0,37,3.985,1.37,NA,NA,NA,NA,NA,NA
"1283",NA,6.06014614313604,2.39360127292842,-0.036909560283025,2.23817614481692,0.769470645938494,0.559651506060821,NA,NA,NA,NA,NA,NA,6.5,0,87.5,4.18,1.405,NA,NA,NA,NA,NA,NA
"1284",NA,-1.30807443251798,0.208810554910666,-0.036909560283025,0.144620984524625,0.380122231331963,0.691310495959583,NA,NA,NA,NA,NA,NA,1.5,0,20.5,4.5,1.38,NA,NA,NA,NA,NA,NA
"1285",NA,3.07905890265096,1.08272684211777,0.0801807924669811,1.0507866509198,0.824222766742538,0.270001728283548,NA,NA,NA,NA,NA,NA,3.5,1,49.5,4.135,1.46,NA,NA,NA,NA,NA,NA
"1286",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.00064626711112,0.53331970808107,NA,NA,NA,NA,NA,NA,0,0,1,3.99,1.41,NA,NA,NA,NA,NA,NA
"1287",NA,-2.63709268546689,-0.00966851689111003,-0.036909560283025,0.175868076469286,0.75730350798204,0.348997122222805,NA,NA,NA,NA,NA,NA,1,0,21.5,4.19,1.445,NA,NA,NA,NA,NA,NA
"1288",NA,1.4822785331732,0.864247770315993,-0.036909560283025,0.628950909666872,1.07973266382807,0.559651506060822,NA,NA,NA,NA,NA,NA,3,0,36,3.925,1.405,NA,NA,NA,NA,NA,NA
"1289",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,0.79663768787859,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.36,NA,NA,NA,NA,NA,NA
"1290",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.96414485324176,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4.02,1.35,NA,NA,NA,NA,NA,NA
"1291",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.39,NA,NA,NA,NA,NA,NA
"1292",NA,8.14401881997776,3.04903848833375,-0.036909560283025,3.17558890315675,0.690384249221542,0.691310495959583,NA,NA,NA,NA,NA,NA,8,0,117.5,4.245,1.38,NA,NA,NA,NA,NA,NA
"1293",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.891142025503035,0.480656112121565,NA,NA,NA,NA,NA,NA,0,0,1,4.08,1.42,NA,NA,NA,NA,NA,NA
"1294",NA,-0.0354759204344369,0.208810554910666,-0.036909560283025,0.503962541888228,0.422707214179552,0.559651506060822,NA,NA,NA,NA,NA,NA,1.5,0,32,4.465,1.405,NA,NA,NA,NA,NA,NA
"1295",NA,0.22990190841358,0.864247770315993,-0.036909560283025,0.222738714386278,0.927643439372398,0.770305889898837,NA,NA,NA,NA,NA,NA,3,0,23,4.05,1.365,NA,NA,NA,NA,NA,NA
"1296",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.915476301415944,0.901964879797599,NA,NA,NA,NA,NA,NA,0,0,1,4.06,1.34,NA,NA,NA,NA,NA,NA
"1297",NA,2.61267640466671,0.864247770315993,-0.036909560283025,1.31638693244942,0.854640611633672,0.691310495959583,NA,NA,NA,NA,NA,NA,3,0,58,4.11,1.38,NA,NA,NA,NA,NA,NA
"1298",NA,-0.699671974049929,0.208810554910666,-0.036909560283025,0.332103536192592,0.787721352873175,0.66497869797983,NA,NA,NA,NA,NA,NA,1.5,0,26.5,4.165,1.385,NA,NA,NA,NA,NA,NA
"1299",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.06148195689339,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,3.94,1.35,NA,NA,NA,NA,NA,NA
"1300",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.745136370025586,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.2,1.32,NA,NA,NA,NA,NA,NA
"1301",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.866807749590127,0.901964879797599,NA,NA,NA,NA,NA,NA,0,0,1,4.1,1.34,NA,NA,NA,NA,NA,NA
"1302",NA,1.15592185776581,0.427289626712441,-0.036909560283025,0.86330409925183,0.55046216272232,-0.0459798474734778,NA,NA,NA,NA,NA,NA,2,0,43.5,4.36,1.52,NA,NA,NA,NA,NA,NA
"1303",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.830306335720765,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.13,1.38,NA,NA,NA,NA,NA,NA
"1304",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.915476301415944,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.06,1.37,NA,NA,NA,NA,NA,NA
"1305",NA,-0.543507447924705,0.208810554910666,-0.036909560283025,0.394597720081914,0.0576930754859281,0.191006334344291,NA,NA,NA,NA,NA,NA,1.5,0,28.5,4.765,1.475,NA,NA,NA,NA,NA,NA
"1306",NA,2.4357548663547,0.864247770315993,-0.036909560283025,0.941421829113483,0.623464990461045,0.849301283838094,NA,NA,NA,NA,NA,NA,3,0,46,4.3,1.35,NA,NA,NA,NA,NA,NA
"1307",NA,-2.56957365733155,-0.00966851689111003,-0.036909560283025,0.0196326167459809,0.331453679506146,0.42799251616206,NA,NA,NA,NA,NA,NA,1,0,16.5,4.54,1.43,NA,NA,NA,NA,NA,NA
"1308",NA,-2.75500699976683,-0.00966851689111003,-0.036909560283025,-0.0897322050603329,0.836389904698992,1.05995566767611,NA,NA,NA,NA,NA,NA,1,0,13,4.125,1.31,NA,NA,NA,NA,NA,NA
"1309",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.866807749590127,1.11261926363562,NA,NA,NA,NA,NA,NA,0,0,1,4.1,1.3,NA,NA,NA,NA,NA,NA
"1310",NA,2.94006522682072,1.08272684211777,-0.036909560283025,0.8476805532795,0.641715697395726,1.13895106161537,NA,NA,NA,NA,NA,NA,3.5,0,43,4.285,1.295,NA,NA,NA,NA,NA,NA
"1311",NA,7.96262627359019,3.04903848833375,-0.036909560283025,3.00372989746112,0.678217111265087,1.11261926363562,NA,NA,NA,NA,NA,NA,8,0,112,4.255,1.3,NA,NA,NA,NA,NA,NA
"1312",NA,-0.080703662952811,0.427289626712441,-0.036909560283025,0.363350628137253,0.77555421491672,0.638646900000077,NA,NA,NA,NA,NA,NA,2,0,27.5,4.175,1.39,NA,NA,NA,NA,NA,NA
"1313",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.854640611633672,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.11,1.39,NA,NA,NA,NA,NA,NA
"1314",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.927643439372398,0.79663768787859,NA,NA,NA,NA,NA,NA,0,0,1,4.05,1.36,NA,NA,NA,NA,NA,NA
"1315",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.696467818199769,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.24,1.32,NA,NA,NA,NA,NA,NA
"1316",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.818139197764311,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,4.14,1.31,NA,NA,NA,NA,NA,NA
"1317",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.06148195689339,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,3.94,1.37,NA,NA,NA,NA,NA,NA
"1318",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.915476301415944,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.06,1.38,NA,NA,NA,NA,NA,NA
"1319",NA,0.324435163120386,0.427289626712441,-0.036909560283025,0.316479990220261,0.477459334983595,0.2963335262633,NA,NA,NA,NA,NA,NA,2,0,26,4.42,1.455,NA,NA,NA,NA,NA,NA
"1320",NA,-2.04988688791201,-0.00966851689111003,-0.036909560283025,0.207115168413947,0.440957921114233,0.743974091919086,NA,NA,NA,NA,NA,NA,1,0,22.5,4.45,1.37,NA,NA,NA,NA,NA,NA
"1321",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.745136370025586,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.2,1.39,NA,NA,NA,NA,NA,NA
"1322",NA,1.5363266245234,0.427289626712441,-0.036909560283025,0.878927645224161,0.915476301415943,0.664978697979831,NA,NA,NA,NA,NA,NA,2,0,44,4.06,1.385,NA,NA,NA,NA,NA,NA
"1323",NA,-0.0462577102644806,0.427289626712441,-0.036909560283025,0.050879708690642,0.276701558702103,0.79663768787859,NA,NA,NA,NA,NA,NA,2,0,17.5,4.585,1.36,NA,NA,NA,NA,NA,NA
"1324",NA,-1.39737849507173,-0.00966851689111003,-0.036909560283025,0.253985806330939,0.763387076960266,1.29694184949388,NA,NA,NA,NA,NA,NA,1,0,24,4.185,1.265,NA,NA,NA,NA,NA,NA
"1325",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.842473473677218,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.12,1.39,NA,NA,NA,NA,NA,NA
"1326",NA,-0.174034697014018,0.208810554910666,-0.036909560283025,0.2852328982756,0.319286541549692,0.42799251616206,NA,NA,NA,NA,NA,NA,1.5,0,25,4.55,1.43,NA,NA,NA,NA,NA,NA
"1327",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.11015050871921,1.11261926363562,NA,NA,NA,NA,NA,NA,0,0,1,3.9,1.3,NA,NA,NA,NA,NA,NA
"1328",NA,-1.11882120551591,0.208810554910666,-0.036909560283025,0.0977503466076337,0.580880007613455,0.533319708081069,NA,NA,NA,NA,NA,NA,1.5,0,19,4.335,1.41,NA,NA,NA,NA,NA,NA
"1329",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.988479129154668,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,4,1.35,NA,NA,NA,NA,NA,NA
"1330",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.0858162328063,0.79663768787859,NA,NA,NA,NA,NA,NA,0,0,1,3.92,1.36,NA,NA,NA,NA,NA,NA
"1331",NA,0.0064320609492618,0.427289626712441,-0.036909560283025,0.207115168413947,0.666049973308633,0.743974091919086,NA,NA,NA,NA,NA,NA,2,0,22.5,4.265,1.37,NA,NA,NA,NA,NA,NA
"1332",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.720802094112678,1.00729207171661,NA,NA,NA,NA,NA,NA,0,0,1,4.22,1.32,NA,NA,NA,NA,NA,NA
"1333",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.757303507982039,0.427992516162061,NA,NA,NA,NA,NA,NA,0,0,1,4.19,1.43,NA,NA,NA,NA,NA,NA
"1334",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.769470645938494,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.18,1.39,NA,NA,NA,NA,NA,NA
"1335",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.03714768098048,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,3.96,1.31,NA,NA,NA,NA,NA,NA
"1336",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.818139197764311,0.585983304040574,NA,NA,NA,NA,NA,NA,0,0,1,4.14,1.4,NA,NA,NA,NA,NA,NA
"1337",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.769470645938494,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.18,1.37,NA,NA,NA,NA,NA,NA
"1338",NA,0.158593206519629,0.208810554910666,-0.036909560283025,0.332103536192592,0.0394423685512484,0.585983304040574,NA,NA,NA,NA,NA,NA,1.5,0,26.5,4.78,1.4,NA,NA,NA,NA,NA,NA
"1339",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.04931481893694,0.954628475757103,NA,NA,NA,NA,NA,NA,0,0,1,3.95,1.33,NA,NA,NA,NA,NA,NA
"1340",NA,-0.306946761424635,0.427289626712441,-0.036909560283025,0.316479990220261,0.623464990461045,0.42799251616206,NA,NA,NA,NA,NA,NA,2,0,26,4.3,1.43,NA,NA,NA,NA,NA,NA
"1341",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.781637783894948,0.53331970808107,NA,NA,NA,NA,NA,NA,0,0,1,4.17,1.41,NA,NA,NA,NA,NA,NA
"1342",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,0.480656112121565,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.42,NA,NA,NA,NA,NA,NA
"1343",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.720802094112678,0.480656112121565,NA,NA,NA,NA,NA,NA,0,0,1,4.22,1.42,NA,NA,NA,NA,NA,NA
"1344",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.878974887546581,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4.09,1.39,NA,NA,NA,NA,NA,NA
"1345",NA,-2.38595703866189,-0.00966851689111003,-0.036909560283025,0.0821268006353031,0.641715697395726,0.66497869797983,NA,NA,NA,NA,NA,NA,1,0,18.5,4.285,1.385,NA,NA,NA,NA,NA,NA
"1346",NA,-9.65561696698614,-0.228147588692886,-0.036909560283025,-0.183473480894316,0.623464990461045,1.00729207171661,NA,NA,NA,NA,NA,NA,0.5,0,10,4.3,1.32,NA,NA,NA,NA,NA,NA
"1347",NA,1.42271329807319,0.427289626712441,-0.036909560283025,0.769562823417847,0.513960748852957,0.585983304040574,NA,NA,NA,NA,NA,NA,2,0,40.5,4.39,1.4,NA,NA,NA,NA,NA,NA
"1348",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.03714768098048,0.849301283838094,NA,NA,NA,NA,NA,NA,0,0,1,3.96,1.35,NA,NA,NA,NA,NA,NA
"1349",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,0.585983304040574,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.4,NA,NA,NA,NA,NA,NA
"1350",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.38,NA,NA,NA,NA,NA,NA
"1351",NA,6.22308214813799,2.39360127292842,-0.036909560283025,2.1756819609276,0.678217111265088,0.638646900000077,NA,NA,NA,NA,NA,NA,6.5,0,85.5,4.255,1.39,NA,NA,NA,NA,NA,NA
"1352",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,0.901964879797599,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.34,NA,NA,NA,NA,NA,NA
"1353",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.793804921851402,0.585983304040574,NA,NA,NA,NA,NA,NA,0,0,1,4.16,1.4,NA,NA,NA,NA,NA,NA
"1354",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.805972059807856,1.16528285959512,NA,NA,NA,NA,NA,NA,0,0,1,4.15,1.29,NA,NA,NA,NA,NA,NA
"1355",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.939810577328851,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.04,1.37,NA,NA,NA,NA,NA,NA
"1356",NA,1.30415089901417,0.208810554910666,-0.036909560283025,1.12890438078145,-0.264736080360104,-0.44095681716976,NA,NA,NA,NA,NA,NA,1.5,0,52,5.03,1.595,NA,NA,NA,NA,NA,NA
"1357",NA,1.38483054601226,0.864247770315993,-0.036909560283025,0.660198001611533,0.17936445505047,0.559651506060821,NA,NA,NA,NA,NA,NA,3,0,37,4.665,1.405,NA,NA,NA,NA,NA,NA
"1358",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.939810577328851,0.901964879797599,NA,NA,NA,NA,NA,NA,0,0,1,4.04,1.34,NA,NA,NA,NA,NA,NA
"1359",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.781637783894948,1.11261926363562,NA,NA,NA,NA,NA,NA,0,0,1,4.17,1.3,NA,NA,NA,NA,NA,NA
"1360",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.672133542286861,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.26,1.37,NA,NA,NA,NA,NA,NA
"1361",NA,1.81437293923261,0.645768698514217,-0.036909560283025,0.660198001611533,0.830306335720765,0.717642293939334,NA,NA,NA,NA,NA,NA,2.5,0,37,4.13,1.375,NA,NA,NA,NA,NA,NA
"1362",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.757303507982039,0.691310495959583,NA,NA,NA,NA,NA,NA,0,0,1,4.19,1.38,NA,NA,NA,NA,NA,NA
"1363",NA,-1.07565772127502,-0.00966851689111003,-0.036909560283025,0.347727082164922,0.0820273513988368,-0.177638837372238,NA,NA,NA,NA,NA,NA,1,0,27,4.745,1.545,NA,NA,NA,NA,NA,NA
"1364",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,1.15881906054503,1.21794645555462,NA,NA,NA,NA,NA,NA,0,0,1,3.86,1.28,NA,NA,NA,NA,NA,NA
"1365",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.903309163459489,0.743974091919086,NA,NA,NA,NA,NA,NA,0,0,1,4.07,1.37,NA,NA,NA,NA,NA,NA
"1366",NA,-2.36491874996613,-0.00966851689111003,-0.036909560283025,0.2852328982756,0.197615161985151,-0.414625019190007,NA,NA,NA,NA,NA,NA,1,0,25,4.65,1.59,NA,NA,NA,NA,NA,NA
"1367",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.988479129154668,0.638646900000078,NA,NA,NA,NA,NA,NA,0,0,1,4,1.39,NA,NA,NA,NA,NA,NA
"1368",NA,0.724991633152189,0.427289626712441,-0.036909560283025,0.457091903971236,-0.0761454420350664,0.454324314141813,NA,NA,NA,NA,NA,NA,2,0,30.5,4.875,1.425,NA,NA,NA,NA,NA,NA
"1369",NA,NA,-0.446626660494661,-0.036909560283025,-0.464697308396266,0.793804921851402,1.05995566767611,NA,NA,NA,NA,NA,NA,0,0,1,4.16,1.31,NA,NA,NA,NA,NA,NA
