"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"1442",1970-03-22,"Binghamton, New York","Commuter Airline - Air Taxi
","Beechcraft C-45H","3/11(0)",3,11,0.27,"1970"
"1443",1970-03-26,"Colorado City, Arizona","Grand Canyon Airlines
","Piper PA-32","6/6(0)",6,6,1,"1970"
"1444",1970-04-01,"Casablanca, Morocco","Royal Air Maroc
","Aerospatiale Caravelle 3","61/82(0)",61,82,0.74,"1970"
"1445",1970-04-01,"Novosibirsk, Russia","Aeroflot
","Antonov AN-24V","45/45(0)",45,45,1,"1970"
"1446",1970-04-02,"Cambridge, Maryland","East Coast Air - Air Taxi
","Piper PA-32","3/3(0)",3,3,1,"1970"
"1447",1970-04-04,"Zaporozhye, Ukraine","Aeroflot
","Ilyushin IL-14P","7/35(0)",7,35,0.2,"1970"
"1448",1970-04-20,"Psebai, Russia","Aeroflot
","Antonov An-2R","14/14(0)",14,14,1,"1970"
"1449",1970-04-21,"Dak Seang, Laos","Military - U.S. Air Force
","Lockheed AC-130A Hercules","10/10(0)",10,10,1,"1970"
"1450",1970-04-21,"Manila, Philippines","Philippine Air Lines
","Hawker Siddeley HS-748-209","36/36(0)",36,36,1,"1970"
"1451",1970-04-25,"Rivolto, Italy","Military - Italian Air Force
","Fairchild C-119G","19/19(0)",19,19,1,"1970"
"1452",1970-04-28,"Kainatu,  New Guinea","Trans Australia Airlines
","de Havilland Canada DHC-6 Twin Otter 100","8/11(0)",8,11,0.73,"1970"
"1453",1970-04-30,"Santa Bernardina, Uruguay","Military - U.S. Air Force
","Fairchild C123","17/17(0)",17,17,1,"1970"
"1454",1970-05-02,"St. Croix, US Virgin Islands","Antillean Airlines
","McDonnell Douglas DC-9-33CF","23/63(0)",23,63,0.37,"1970"
"1455",1970-05-04,"Hamilton AFB, California","Military - U.S. Air Force
","Convair CV-240","13/14(0)",13,14,0.93,"1970"
"1456",1970-05-06,"Mogadishu, Somalia","Somali Airlines
","Vickers 785D Viscount","5/30(0)",5,30,0.17,"1970"
"1457",1970-05-09,"Pellston, Michigan","Executive Jet Sales Inc.
","Gates Learjet 23","6/6(0)",6,6,1,"1970"
"1458",1970-05-09,"Iligan, Philippines","Philippine Air Lines
","Fokker F-27 Friendship 100","1/33(0)",1,33,0.03,"1970"
"1459",1970-05-15,"Kishiniev, Moldavia, USSR","Aeroflot
","Antonov AN-10","11/11(0)",11,11,1,"1970"
"1460",1970-05-22,"Puntarenas, Costa Rica","Linea Aeropostal Venezolana LAV
","Curtiss C-46A-55-CK","6/6(0)",6,6,1,"1970"
"1461",1970-05-26,"Tegucigalpa, Honduras","Aeroservicios
","de Havilland DH-114 Heron 1B","6/6(0)",6,6,1,"1970"
"1462",1970-05-30,"Chamblee, Georgia","Lehigh Acres Development Inc.
","Martin 404","1/33(5)",1,33,0.03,"1970"
"1463",1970-06-01,"Tripoli, Libya","Ceskoslovenske Aerolinie
","Tupolev TU-104A","13/13(0)",13,13,1,"1970"
"1464",1970-06-02,"Roxas, Philippines","Philippine Air Lines
","Fokker F-27 Friendship 100","1/44(0)",1,44,0.02,"1970"
"1465",1970-06-10,"Huaricanga, Peru","LADE
","Fokker F-27 Friendship 400M","5/8(0)",5,8,0.62,"1970"
"1466",1970-07-03,"Arbucias, Gerona, Spain","Dan Air Services
","de Havilland Comet 4","112/112(0)",112,112,1,"1970"
"1467",1970-07-03,"McGrath, Alakska","Reeder Flying Service
","Douglas DC-3","5/27(0)",5,27,0.19,"1970"
"1468",1970-07-05,"Toronto, Canada","Air Canada
","McDonnell Douglas DC-8-63","109/109(0)",109,109,1,"1970"
"1469",1970-07-18,"North Atlantic Ocean","Military - Soviet Air Force
","Antonov AN-22","23/23(0)",23,23,1,"1970"
"1470",1970-07-24,"Lincoln, New Mexico","Del Rio Flying Service - Air Taxi
","Cessna 310J","7/7(0)",7,7,1,"1970"
"1471",1970-07-27,"Tokyo, Japan","Flying Tiger Line
","McDonnell Douglas DC-8-63AF","4/4(0)",4,4,1,"1970"
"1472",1970-07-30,"Pau, France","Military - Forces Militaires Françaises
","Nord 2501 Noratlas","37/37(0)",37,37,1,"1970"
"1473",1970-08-03,"Las Vegas, Nevada","Military - United States Navy
","Lockheed P-3A Orion","10/10(0)",10,10,1,"1970"
"1474",1970-08-06,"Islamabad, Pakistan","Pakistan International Airlines
","Fokker F-27 Friendship 200","30/30(0)",30,30,1,"1970"
"1475",1970-08-09,"Cuzco, Peru","Lineas Aereas Nacionales SA (Peru)
","Lockheed 188A Electra","99/100(2)",99,100,0.99,"1970"
"1476",1970-08-12,"Taipei, Taiwan","China Airlines (Taiwan)
","NAMC YS-11A-219","14/31(0)",14,31,0.45,"1970"
"1477",1970-08-26,"Tam Ky, South Vietnam","Military - U.S. Army
","Boeing Vertol CH47B (helicopter)","30/32(0)",30,32,0.94,"1970"
"1478",1970-08-29,"Silchar, India","Indian Airlines
","Fokker F-27 Friendship 400","39/39(0)",39,39,1,"1970"
"1479",1970-08-30,"Haringvreter, Netherlands","Dutch Continental Airways
","Britten-Norman BN-2A Islander","3/10(0)",3,10,0.3,"1970"
"1480",1970-09-02,"Dnepropetrovsk, Ukraine, USSR","Aeroflot
","Tupolev TU-124","37/37(0)",37,37,1,"1970"
"1481",1970-09-02," Lihovka, Ukraine","Aeroflot
","Tupolev Tu-124","37/37(0)",37,37,1,"1970"
"1482",1970-09-03,"Leningrad, USSR","Aeroflot
","Yakovlev YAK-40","22/22(0)",22,22,1,"1970"
"1483",1970-09-08,"New York, New York","Trans International Airlines
","McDonnell Douglas DC-8-63CF","11/11(0)",11,11,1,"1970"
"1484",1970-09-09,"Orocovis, Puerto Rico","San Juan Air
","Britten-Norman BN-2A Islander","1/1(0)",1,1,1,"1970"
"1485",1970-09-22,"Cranbrook, Canada","Eagle Flight - Air Taxi
","Cessna T337B","4/4(0)",4,4,1,"1970"
"1486",1970-09-26,"Vagar, Faeroe Islands, Denmark","Icelandair
","Fokker F-27 Friendship 300","8/34(0)",8,34,0.24,"1970"
"1487",1970-09-30,"Da Nang, Vietnam","Air Vietnam (South Vietnam)
","Douglas DC-3-DST","38/38(0)",38,38,1,"1970"
"1488",1970-10-01,"Mys-Kammenyj, Russia","Aeroflot
","Antonov An-12B","8/8(0)",8,8,1,"1970"
"1489",1970-10-02,"Taipei, Taiwan","Military - U.S. Air Force
","Lockheed C-130E","43/43(0)",43,43,1,"1970"
"1490",1970-10-02,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.
","Martin 404","32/40(0)",32,40,0.8,"1970"
"1491",1970-10-04,"Mahaffey, Pennsylvania","Private
","Aero Commander 500-B","2/2(0)",2,2,1,"1970"
"1492",1970-10-06,"Germiston, South Africa","National Airways
","Douglas DC-3","3/11(0)",3,11,0.27,"1970"
"1493",1970-10-10,"Fort Dix, New Jersey","Saturn Airways
","Lockheed L-100-20 Hercules","3/3(0)",3,3,1,"1970"
"1494",1970-10-16,"New Castle, Delaware","Delaware Aviation - Air Taxi
","Piper PA-28R","2/2(0)",2,2,1,"1970"
"1495",1970-10-28,"Pointe-à-Pitre, Guadeloupe","Aerocosta Colombia
","Curtiss C-46D","2/4(0)",2,4,0.5,"1970"
"1496",1970-11-14,"Huntington, West Virginia","Southern Airways
","McDonnell Douglas DC-9-31","75/75(0)",75,75,1,"1970"
"1497",1970-11-24,"Nar Can Tho, South Vietnam","Military - Vietnamese Air Force / Military - U.S. Army
","de Havilland RU-6A Beaver /Bell UH-1H","18/18(0)",18,18,1,"1970"
"1498",1970-11-27,"Nha Trang, South Vietnam","Military - U.S. Air Force
","Fairchild C-123K","79/79(0)",79,79,1,"1970"
"1499",1970-11-27,"Anchorage, Alaska","Capitol Airlines
","McDonnell Douglas DC-8-63CF","47/229(0)",47,229,0.21,"1970"
"1500",1970-11-29,"Cam Ranh, South Vietnam","Military - U.S. Air Force
","Fairchild C-123K","42/44(0)",42,44,0.95,"1970"
"1501",1970-12-02,"Dhaka, Bangladesh","Cargolux
","Canadair CL-44J","4/4(0)",4,4,1,"1970"
"1502",1970-12-05,"Delhi, India","Jamair
","Douglas DC-3","5/16(0)",5,16,0.31,"1970"
"1503",1970-12-07,"Constanta, Romania","Tarom
","BAC One-Eleven  424EU","18/27(0)",18,27,0.67,"1970"
"1504",1970-12-19,"Panarah, Pakistan","Military - Russian Air Force
","Antonov AN-22","17/17(0)",17,17,1,"1970"
"1505",1970-12-28,"St. Thomas, Virgin Islands","Trans Caribbean Airways
","Boeing B-727-2A7","2/55(0)",2,55,0.04,"1970"
"1506",1970-12-31,"Shemshernagar,  Pakistan","Pakistan International Airlines
","Fokker F-27 Friendship 200","7/35(0)",7,35,0.2,"1970"
"1507",1970-12-31,"Leningrad, USSR","Aeroflot
","Ilyushin IL-18B","93/93(0)",93,93,1,"1970"
"1508",1970-12-31,"Algiers, Algeria","Rousseau Aviation
","Nord 262E","31/31(0)",31,31,1,"1970"
"1509",1971-01-02,"Ben Gashir, Libya","United Arab Airlines
","de Havilland Comet 4C","16/16(0)",16,16,1,"1971"
"1510",1971-01-09,"Edison, New Jersey","American Airlines / Private
","Boeing B-707-323 / Cessna 150","2/21(0)",2,21,0.1,"1971"
"1511",1971-01-18,"Zurich, Switzerland","Balkan Bulgarian Airlines
","Ilyushin IL-18","45/47(0)",45,47,0.96,"1971"
"1512",1971-01-21,"Pacae, Peru","Fuerza Aérea del Peru
","Curtiss-Wright C-46","35/35(0)",35,35,1,"1971"
"1513",1971-01-21,"Privas, France","L'Armée de L'Air
","Nord 262A-34","21/21(0)",21,21,1,"1971"
"1514",1971-01-22,"Surgut, USSR","Aeroflot
","Antonov AN-12B","14/14(0)",14,14,1,"1971"
"1515",1971-01-23,"Sokcho, South Korea","Korean Airlines
","Fokker F-27 Friendship 500","2/60(0)",2,60,0.03,"1971"
"1516",1971-01-25,"Merida, Venezuela","Linea Aeropostal Venezolana
","Vickers Viscount 749","18/48(0)",18,48,0.38,"1971"
"1517",1971-01-31,"Voroshilovgrad, Russia","Aeroflot
","Antonov AN-10","7/7(0)",7,7,1,"1971"
"1518",1971-02-07,"Aguadilla, Puerto Rico","Jamie Ramirez - Air Taxi
","Piper PA-28","3/3(0)",3,3,1,"1971"
"1519",1971-02-17,"Mt. Cunatineuta, Ecuador","TAM (Transportes Aereos Militares)
","Curtiss C-46","12/12(0)",12,12,1,"1971"
"1520",1971-03-26,"Gauhati, India","Jamair
","Douglas DC-3","15/15(0)",15,15,1,"1971"
"1521",1971-03-31,"Ontario, California","Western Airlines
","Boeing B-720-047B","5/5(0)",5,5,1,"1971"
"1522",1971-03-31,"Vorochilovgrad, Ukraine","Aeroflot
","Antonov An-10","65/65(0)",65,65,1,"1971"
"1523",1971-04-15,"San Jose, Philippines","Military - Philippine Air Force
","Douglas C-47A","39/40(0)",39,40,0.98,"1971"
"1524",1971-04-20,"Kayenta, Arizona","Monument Valle - Air Taxi
","Cessna TU206B","2/2(0)",2,2,1,"1971"
"1525",1971-04-21,"C. Amalie, Virgin Islands","Costal Airway
","Beech E18S","8/8(0)",8,8,1,"1971"
"1526",1971-04-22,"Manchester, New Hampshire","New England Aviaiton
","Beechcraft C35","4/4(0)",4,4,1,"1971"
"1527",1971-05-06,"Coolidge, Arizona","Apache Airlines - Air Taxi
","de Havilland 104-7X","12/12(0)",12,12,1,"1971"
"1528",1971-05-11,"Guatemala City, Guatemala","Aviateca
","Curtiss C-46A-55-CK","5/35(0)",5,35,0.14,"1971"
"1529",1971-05-12,"Anaktvk Pass, Alaska","Gay Airways - Air Taxi
","Sud Aviation SA 318C","2/4(0)",2,4,0.5,"1971"
"1530",1971-05-23,"Rijeka, Yugoslavia","Aviogenex (Yugoslavia)
","Tupolev TU-134A","78/83(0)",78,83,0.94,"1971"
"1531",1971-05-25,"Santiago, Chile","	Aerolineas Flecha Austral - ALFA
","	Curtiss C-46","4/4(0)",4,4,1,"1971"
"1532",1971-05-26,"Capetown, South Africa","Military - South African Air Force
","Hawker Siddeley HS 125-400B (3)","11/11(0)",11,11,1,"1971"
"1533",1971-05-28,"Roanoke, Virginia","Private
","Aero Commander 680E","6/6(0)",6,6,1,"1971"
"1534",1971-06-06,"Duarte, California","Hughes Airwest  / Military - US Marine Air Corps
","McDonnell Douglas DC-9-31 / F4-B","50/51(0)",50,51,0.98,"1971"
"1535",1971-06-07,"New Haven, Connecticut","Allegheny Airlines
","Convair CV-580","28/31(0)",28,31,0.9,"1971"
"1536",1971-06-13,"North Pacific Ocean","Military - U.S. Air Force
","Boeing - EC-135N","24/24(0)",24,24,1,"1971"
"1537",1971-06-17,"Arica, Chile","SAVCO
","Douglas DC-6","6/6(0)",6,6,1,"1971"
"1538",1971-06-28,"Garberville, California","Shelter Cove Sea Park
","Douglas DC-3","17/24(0)",17,24,0.71,"1971"
"1539",1971-07-03,"Hokkaido, Japan","Toa Domestic Airline (Japan)
","NAMC YS-11A-227","68/68(0)",68,68,1,"1971"
"1540",1971-07-21,"Anchorage, Alaska","Anchorage Helicopter - Air Taxi
","Bell 206","3/3(0)",3,3,1,"1971"
"1541",1971-07-24,"Bamako, Mali","Air Ivoire
","Douglas DC-3","6/6(0)",6,6,1,"1971"
"1542",1971-07-25,"Irkutsk, Russia","Aeroflot
","Tupolev TU-104B","97/126(0)",97,126,0.77,"1971"
"1543",1971-07-25,"Manila, Philippines","Pan American World Airways
","Boeing 707-321CF","4/4(0)",4,4,1,"1971"
"1544",1971-07-30,"San Francisco, California","Pan American World Airways
","Boeing B-747-121","0/218(0)",0,218,0,"1971"
"1545",1971-07-30,"Morioko, Japan","All Nippon Airways /  Japanese Air Force
","Boeing B-727-281 / Air Force F86F","163/164(0)",163,164,0.99,"1971"
"1546",1971-07-30,"Pau, France","Military - French Air Force
","Nord 2501 Noratlas","37/39(0)",37,39,0.95,"1971"
"1547",1971-08-11,"Irkutsk, USSR","Aeroflot
","Tupolev TU-104","100/100(0)",100,100,1,"1971"
"1548",1971-08-12,"Valdez, Alaska","Trans Alaska Helicopter - Air Taxi
","Sikorsky S-55B","2/2(0)",2,2,1,"1971"
"1549",1971-08-18,"Pegnitz, West Germany","Military - U.S. Army
","Boeing Vertol CH-47A (helicopter)","37/37(0)",37,37,1,"1971"
"1550",1971-08-19,"Augusta, Maine","Downeast Airlines
","Piper PA-31","3/8(0)",3,8,0.38,"1971"
"1551",1971-08-28,"Copenhagen, Denmark","Malev Hungarian Airlines
","Ilyushin IL-18D","32/34(0)",32,34,0.94,"1971"
"1552",1971-09-04,"Juneau, Alaska","Alaska Airlines
","Boeing B-727-193","111/111(0)",111,111,1,"1971"
"1553",1971-09-06,"Hasloh, Germany","Pan International
","BAC One-Eleven 515FB","22/121(0)",22,121,0.18,"1971"
"1554",1971-09-15,"Jackson, Mississippi","C and C Aviation - Air Taxi
","Aero Commander 560-A","5/5(0)",5,5,1,"1971"
"1555",1971-09-16,"Kiev, Ukraine, USSR","Malev Hungarian Airlines
","Tupolev TU-134A","49/49(0)",49,49,1,"1971"
"1556",1971-09-16,"Presevo, Russia","Yemen Airlines
","Douglas DC-3","5/5(0)",5,5,1,"1971"
"1557",1971-09-17,"Rila mountain, Bulgaria","Balkan Bulgarian Airlines
","Antonov An-14","8/9(0)",8,9,0.89,"1971"
"1558",1971-09-28,"Sena Madureira, Brazil","Cruzeiro
","Douglas DC-3","32/32(0)",32,32,1,"1971"
"1559",1971-10-02,"Aarsele, West Vlaanderen, Belgium","British European Airways
","Vickers Vanguard 951","63/63(0)",63,63,1,"1971"
"1560",1971-10-10,"Moscow, Russia","Aeroflot
","Tupolev TU-104B","25/25(0)",25,25,1,"1971"
"1561",1971-10-16,"Colorado City, Arizona","Scenic Air Lines
","Cessna 402","10/10(0)",10,10,1,"1971"
"1562",1971-10-16,"Hot Springs, Virginia","Alpena Flying Service - Air Taxi
","Swearingen SA26AT","6/6(0)",6,6,1,"1971"
"1563",1971-10-17,"San Vicente del Caguan, Colombia","Aerolineas TAO
","Douglas C-47A","19/21(0)",19,21,0.9,"1971"
"1564",1971-10-21,"Peoria, Illinois","Chicago and Southern Airlines
","Beech E18S","16/16(0)",16,16,1,"1971"
"1565",1971-10-23,"Qui Nhon, South Vietnam","Military - Vietnamese Air Force
","Douglas C-47","31/31(0)",31,31,1,"1971"
"1566",1971-10-24,"Bath, Pennsylvania","Monmouth Airways
","Beechcraft B99","4/8(0)",4,8,0.5,"1971"
"1567",1971-11-09,"Livorno, Italy","Military - Royal Air Force
","Lockheed C-130K Hercules","52/52(0)",52,52,1,"1971"
"1568",1971-11-10,"Padang, Indonesia","Merpati Nusantara Airlines
","Vickers Viscount 828","69/69(0)",69,69,1,"1971"
"1569",1971-11-12,"Vinnitsa, Russia","Aeroflot
","Antonov AN-24","48/48(0)",48,48,1,"1971"
"1570",1971-11-21,"Penghu Island, Taiwan","China Airlines (Taiwan)
","Sud Aviation SE-210 Caravelle III","25/25(0)",25,25,1,"1971"
"1571",1971-11-28,"Hue, South Vietnam","Military - U.S. Army
","Boeing Vertol CH-47C","34/34(0)",34,34,1,"1971"
"1572",1971-12-01,"Saratov, Russia","Aeroflot
","Antonov AN-24","57/57(0)",57,57,1,"1971"
"1573",1971-12-04,"Raleigh, North Carolina","Eastern Air Lines
","Douglas DC-9-31 /Cessna 206","2/29(0)",2,29,0.07,"1971"
"1574",1971-12-06,"Tikaka, Sudan","Sudan Airways
","Fokker F-27 Friendship 200","10/42(0)",10,42,0.24,"1971"
"1575",1971-12-09,"Chinnamanur, India","Indian Airlines
","HAL-748-224 Srs.2","21/31(0)",21,31,0.68,"1971"
"1576",1971-12-21,"Sofia, Bulgaria","Balkan Bulgarian Airlines
","Ilyushin IL-18B","28/73(0)",28,73,0.38,"1971"
"1577",1971-12-24,"Puerto Inca, Huanuco, Peru","Lineas Aereas Nacionales SA (Peru)
","Lockheed 188A Electra","91/92(0)",91,92,0.99,"1971"
"1578",1972-01-06,"Chetumal, Mexico","SAESA
","Hawker Siddeley HS-748-230 Srs. 2A","23/23(0)",23,23,1,"1972"
"1579",1972-01-07,"Sierra de Atalayasa, Spain","Iberia Airlines
","Sud-Aviation Caravelle VI-R","104/104(0)",104,104,1,"1972"
"1580",1972-01-18,"Chambers, Nebraska","Kime Flying Service - Air Taxi
","Piper PA-23","3/3(0)",3,3,1,"1972"
"1581",1972-01-21,"Adana, Turkey","Turkish Airlines (THY)
","Mc Donnell Douglas DC-9-32","1/8(0)",1,8,0.12,"1972"
"1582",1972-01-21,"Betania, Colombia","SATENA
","Douglas C-47","39/39(0)",39,39,1,"1972"
"1583",1972-01-21,"Funza, Colombia","Lineas Aéreas la Urraca
","Vickers Viscount 837","20/20(0)",20,20,1,"1972"
"1584",1972-01-26,"Srbská Kamenice, Czech Republic","JAT Yugoslav Airlines
","McDonnell Douglas DC-9-32","27/28(0)",27,28,0.96,"1972"
"1585",1972-02-01,"Tegal, Indonesia","Royal Air Laos/PENAS
","Douglas DC-6","6/9(0)",6,9,0.67,"1972"
"1586",1972-02-04,"Pha Khao, Laos","Air America
","de Havilland Canada C-7A Caribou","1/38(0)",1,38,0.03,"1972"
"1587",1972-02-04,"BattleMountain, Nevada","Clarkes Thunder - Air Taxi
","Beechcraft S35","2/2(0)",2,2,1,"1972"
"1588",1972-02-05,"Valledupar, Colombia","TAC Colombia
","Fairchild F-27","19/19(0)",19,19,1,"1972"
"1589",1972-02-11,"Vientiane, Laos","Royal Air Lao
","Douglas DC-4","23/23(0)",23,23,1,"1972"
"1590",1972-02-16,"Jackson, Mississippi","Hankins Airways - Air Taxi
","Beechcraft D 18S","2/2(0)",2,2,1,"1972"
"1591",1972-02-19,"Little Rock, Arkansas","Military - U.S. Air Force
","Lockheed C-130E Hercules","5/7(0)",5,7,0.71,"1972"
"1592",1972-02-20,"Fairfield, Idaho","Sun Valley Airways - Air Taxi
","Beechcraft 65-B80","4/4(0)",4,4,1,"1972"
"1593",1972-02-22,"Molokai, Hawaii","Alii Air Hawaii - Air Taxi
","Beechcraft D 18S","8/8(0)",8,8,1,"1972"
"1594",1972-03-03,"Albany, New York","Mohawk Airlines
","Fairchild-Hiller FH-227-B","16/48(1)",16,48,0.33,"1972"
"1595",1972-03-13,"Fort Worth, Texas","Military - U.S. Air Force
","Boeing KC-135A","5/5(0)",5,5,1,"1972"
"1596",1972-03-14,"Al Fujayrah, United Arab Emirates","Sterling Airways
","Aerospatiale Caravelle Super 10B","112/112(0)",112,112,1,"1972"
"1597",1972-03-19,"Shamsam Mountains, South Yemen","Egyptair
","McDonnell Douglas DC-9-32","22/22(0)",22,22,1,"1972"
"1598",1972-03-28,"Tchepone, Laos","Military - U.S. Air Force
","Lockheed AC-130A Hercules","14/14(0)",14,14,1,"1972"
"1599",1972-04-06,"San Fernando, Venezuela","AVENSA
","Curtiss C-46F","2/2(0)",2,2,1,"1972"
"1600",1972-04-12," Rio de Janeiro, Brazil","VASP
","NAMC YS-11A-211","25/25(0)",25,25,1,"1972"
"1601",1972-04-16,"Ardinello di Amaseno, Italy","Aero Transporti Italiani
","Fokker F-27 Friendship 200","18/18(0)",18,18,1,"1972"
"1602",1972-04-17,"New York, New York","Helaire Helicopter
","Bell 47J-2","3/3(0)",3,3,1,"1972"
"1603",1972-04-18,"Addis Ababa, Ethiopia","East African Airways
","BAC Super VC-10 1154","43/107(0)",43,107,0.4,"1972"
"1604",1972-04-20,"Moyobamba, Peru","SATCO
","Douglas C-47D","6/6(0)",6,6,1,"1972"
"1605",1972-04-24,"Nyot Mo, Laos","Air America
","Pilatus PC6CH2","4/10(0)",4,10,0.4,"1972"
"1606",1972-04-26,"An Loc, Vietnam","Military - U.S. Air Force
","Lockheed C-130E Hercules","6/6(0)",6,6,1,"1972"
"1607",1972-05-04,"Bratsk, USSR","Aeroflot
","Yakovlev YAK-40","18/18(0)",18,18,1,"1972"
"1608",1972-05-05,"Carini, Sicily, Italy","Alitalia
","McDonnell Douglas DC-8-43","115/115(0)",115,115,1,"1972"
"1609",1972-05-08," Venezuela","Aerotechnia
","Douglas C-47B","7/7(0)",7,7,1,"1972"
"1610",1972-05-10,"Gia Dinh, South Vietnam","Military - U.S. Army
","Boeing Vertol CH47A (helicopter)","34/34(0)",34,34,1,"1972"
"1611",1972-05-16,"Svetlogorsk, Russia","Military - Russian Navy
","Antonov An-26","9/9(25)",9,9,1,"1972"
"1612",1972-05-18,"Kharkov, Ukraine, USSR","Aeroflot
","Antonov AN-10A","122/122(0)",122,122,1,"1972"
"1613",1972-05-19,"Albuquerque, New Mexico","Ross Aviation - Air Taxi
","Beechcraft 65-B80","9/9(0)",9,9,1,"1972"
"1614",1972-05-21,"Lobito, Angola","DTA Angola Airlines
","Fokker F-27 Friendship 200","22/25(0)",22,25,0.88,"1972"
"1615",1972-05-27,"Helgoland, Germany","General Air
","de Havilland Canada DHC-6 Twin Otter","8/13(0)",8,13,0.62,"1972"
"1616",1972-05-29,"Dulac, Louisiana","Petrolium Helicopter
","Bell 205A","11/11(0)",11,11,1,"1972"
"1617",1972-05-29,"Cruzeiro do Sul Acre, Brazil","Amazonese Importacao e Exportacao
","Lockheed 049 Constellation","9/18(0)",9,18,0.5,"1972"
"1618",1972-05-30,"Dallas/Ft. Worth, Texas","Delta Air Lines
","McDonnell Douglas DC-9-14","4/4(0)",4,4,1,"1972"
"1619",1972-06-01,"Valdez, Alaska","Fairbanks Air - Air Taxi
","Cessna U206C","2/2(0)",2,2,1,"1972"
"1620",1972-06-03,"Winfield, Kansas","Smyer Aircraft - Air Taxi
","Beechcraft E18S","2/2(0)",2,2,1,"1972"
"1621",1972-06-03,"Jesbel Musa, Morocco","Military - U.S. Navy
","Lockheed P-3A Orion","14/14(0)",14,14,1,"1972"
"1622",1972-06-05,"Pleiku, Vietnam","Air America
","Curtiss C-46A","32/32(0)",32,32,1,"1972"
"1623",1972-06-13,"Santiago, Chile","Aerolineas Flecha Austral
","Curtiss C-46D","3/3(0)",3,3,1,"1972"
"1624",1972-06-13,"an Loc, South Vietnam","Military - Vietnamese Air Force
","Boeing Vertol CH-47 (helicopter)","47/47(0)",47,47,1,"1972"
"1625",1972-06-14,"New Delhi, India","Japan Air Lines
","McDonnell Douglas DC-8-53","82/87(4)",82,87,0.94,"1972"
"1626",1972-06-15,"Pleiku, South Vietnam","Cathay Pacific Airways
","Convair CV-880-22M-21","81/81(0)",81,81,1,"1972"
"1627",1972-06-18,"Smiley, Texas","Air Central
","Cessna 182N","5/5(0)",5,5,1,"1972"
"1628",1972-06-18,"London Heathrow,  Staines, Surrey, England","British European Airways
","Hawker Siddeley Trident 1C","118/118(0)",118,118,1,"1972"
"1629",1972-06-18,"Huê, Vietnam","Military - U.S. Air Force
","Lockheed AC-130A Hercules","12/15(0)",12,15,0.8,"1972"
"1630",1972-06-24,"Ponce, Puerto Rico","Prinair
","de Havilland DH-114 Heron 2B","5/20(0)",5,20,0.25,"1972"
"1631",1972-06-25,"Hornell, New York","Seventy Airways - Air Taxi
","Hughes 369HS","3/3(0)",3,3,1,"1972"
"1632",1972-06-29,"Appleton, Wisconsin","North Central Airlines / Air Wisconsin
","Convair CV-580/De Hav. Twin Otter 100","13/13(0)",13,13,1,"1972"
"1633",1972-06-29,"Blackpool, England","Inter City Flug
","MBB HFB-320 Hansa Jet","7/8(0)",7,8,0.88,"1972"
"1634",1972-06-30,"Steamboat, Nevada","Casino Air - Air Taxi
","Beechcraft U206C","2/5(0)",2,5,0.4,"1972"
"1635",1972-07-05,"San Francisco, California","Pacific Southwest Airlines
","Boeing 737-200","3/86(0)",3,86,0.03,"1972"
"1636",1972-07-06,"Las Palmas, Canary Islands, Spain","Aviaco
","McDonnell Douglas DC-8-52","10/10(0)",10,10,1,"1972"
